CustomerID,Age,Gender,Region,No.ofProductsPurchased,TotalSpend(Annually),CreditScore,MaritalStatus,LoyaltyStatus,TransactionFrequency(per month)
1164,59,Male,North,3,27255.462933366114,485,Divorced,Silver,7
1165,42,Female,East,28,66859.77210153353,674,Married,Platinum,13
1166,35,Male,East,29,46031.24435150581,371,Divorced,Gold,10
1167,57,Male,South,23,46284.18013350823,373,Divorced,Gold,11
1168,25,Female,South,18,18511.88461377869,640,Single,Silver,4
1169,56,Female,South,35,25754.26117975074,452,Married,Silver,3
1170,57,Male,South,13,2678.805296525425,395,Single,New,1
1171,31,Female,East,12,16395.73669482194,744,Single,Silver,6
1172,49,Female,West,47,41490.86024100456,409,Married,Gold,8
1173,68,Male,West,5,48173.043975667984,757,Single,Gold,8
1174,55,Male,West,39,30709.180470515264,350,Divorced,Gold,8
1175,50,Female,North,11,8438.514738354295,676,Single,New,1
1176,40,Female,South,11,75323.56053517533,372,Single,Platinum,14
1177,32,Female,South,47,93044.7724360615,511,Divorced,Platinum,13
1178,50,Male,East,42,18434.76935171047,731,Single,New,1
1179,42,Male,East,47,47505.73609632577,467,Divorced,Gold,8
1180,34,Male,North,31,45377.479096133466,630,Married,Gold,10
1181,50,Male,North,31,18429.923545469952,793,Single,New,2
1182,64,Male,West,13,2584.226864810833,442,Married,New,2
1183,19,Male,East,14,19557.797233124125,744,Single,Silver,3
1184,31,Male,South,49,3182.3755372656674,693,Divorced,New,2
1185,57,Female,West,45,87121.41518640303,811,Single,Platinum,14
1186,57,Female,South,42,2382.7880743042233,627,Married,New,2
1187,68,Male,West,25,33644.55580755577,558,Divorced,Gold,9
1188,56,Male,South,33,47579.294414438846,736,Divorced,Gold,10
1189,68,Male,North,33,44117.643858256764,648,Married,Gold,9
1190,23,Female,West,15,93768.99889595434,814,Married,Platinum,14
1191,23,Male,South,16,56967.76291303452,748,Single,Platinum,12
1192,20,Female,South,44,20984.706068419535,698,Single,Silver,6
1193,24,Female,East,38,3548.3605306868585,513,Divorced,New,1
1194,68,Female,West,6,15145.216279194743,845,Married,Silver,5
1195,25,Female,South,44,3560.7066439483615,588,Married,New,1
1196,59,Female,East,25,4416.249267800915,558,Single,New,2
1197,69,Male,South,15,54610.981862135595,557,Single,Platinum,13
1198,32,Male,West,4,41329.7511565364,687,Divorced,Gold,11
1199,64,Female,North,4,13831.726624726332,844,Married,New,2
1200,46,Male,West,30,52323.08311387727,564,Married,Platinum,14
1201,50,Female,West,34,25559.68297301965,612,Married,Silver,7
1202,69,Female,South,27,44585.59667682207,339,Married,Gold,8
1203,47,Male,South,31,27517.071644541524,509,Single,Silver,6
1204,56,Male,West,32,22283.10899800474,571,Single,Silver,4
1205,44,Male,East,44,98432.93986672549,435,Single,Platinum,13
1206,53,Male,East,39,48281.282890649134,359,Divorced,Gold,9
1207,46,Male,East,9,15513.516251001316,809,Married,New,2
1208,55,Female,South,41,21674.27896604126,814,Single,Silver,7
1209,50,Male,South,8,1027.3098511263056,314,Married,New,1
1210,54,Male,West,14,44219.89063478468,554,Single,Gold,10
1211,44,Male,North,33,78247.72520248455,834,Divorced,Platinum,13
1212,50,Female,South,23,96877.20727430403,534,Single,Platinum,14
1213,21,Male,West,21,79711.60626206221,430,Divorced,Platinum,13
1214,39,Female,West,12,9935.704845034568,316,Married,New,2
1215,19,Male,North,2,8684.373446769614,484,Single,New,1
1216,27,Male,East,13,49071.958716299065,690,Single,Gold,11
1217,22,Female,West,4,13276.62771285039,722,Single,New,2
1218,27,Male,West,20,57466.79973836332,741,Married,Platinum,13
1219,50,Male,West,48,26953.08170692688,311,Divorced,Silver,7
1220,55,Female,East,14,26792.956544536988,819,Divorced,Silver,6
1221,30,Male,East,30,18171.734091083446,379,Single,Silver,7
1222,48,Female,North,29,88237.23270674564,601,Married,Platinum,12
1223,64,Female,South,8,6237.760222372655,515,Divorced,New,2
1224,53,Female,East,12,16642.877173525096,547,Divorced,Silver,7
1225,62,Female,South,41,15017.835975702088,840,Divorced,New,2
1226,41,Female,South,38,9380.242007548106,571,Divorced,New,2
1227,69,Male,East,26,75322.87727226144,432,Divorced,Platinum,12
1228,32,Male,West,2,8098.290905981248,304,Single,New,1
1229,46,Male,North,40,10289.099866419565,841,Single,New,1
1230,25,Female,South,14,86404.07064312969,440,Single,Platinum,13
1231,22,Female,West,6,48936.74772274954,782,Divorced,Gold,10
1232,46,Female,East,42,22492.916773394038,604,Divorced,Silver,7
1233,64,Female,South,40,20065.648695383796,644,Divorced,Silver,6
1234,21,Male,South,31,6819.8545439820755,569,Single,New,1
1235,29,Male,South,17,48325.224301864386,407,Divorced,Gold,10
1236,62,Female,West,25,58838.48252666715,773,Single,Platinum,14
1237,19,Female,West,32,4633.247890204388,381,Divorced,New,2
1238,44,Male,West,12,57814.51404909206,383,Single,Platinum,13
1239,48,Female,South,49,22449.813483298392,589,Married,Silver,6
1240,68,Female,South,13,77021.10065152796,370,Divorced,Platinum,14
1241,68,Female,North,19,29163.054220824903,474,Divorced,Silver,6
1242,53,Male,North,44,70625.75768838136,762,Single,Platinum,13
1243,53,Male,West,48,78347.83067698492,694,Divorced,Platinum,12
1244,43,Female,West,25,47705.25148108305,390,Single,Gold,8
1245,60,Male,East,31,66070.25000880794,768,Single,Platinum,12
1246,44,Female,West,37,16741.6386896759,733,Married,New,1
1247,22,Female,North,25,45143.23697644193,548,Married,Gold,10
1248,37,Male,North,16,3974.754112183085,540,Divorced,New,1
1249,28,Female,North,38,58217.05927653222,795,Divorced,Platinum,14
1250,27,Female,South,43,75145.47709511366,639,Single,Platinum,14
1251,57,Male,South,49,37136.03460266603,770,Single,Gold,8
1252,55,Female,West,23,18996.93647688321,762,Single,Silver,3
1253,23,Female,East,14,49468.4262138821,574,Single,Gold,8
1254,25,Female,East,6,22532.295280522998,314,Divorced,Silver,6
1255,40,Male,East,25,27847.16540765136,340,Married,Silver,4
1256,64,Female,South,23,59765.87052716796,507,Divorced,Platinum,14
1257,43,Male,North,43,9454.984884092175,359,Divorced,New,1
1258,63,Female,North,12,45888.628691380436,664,Divorced,Gold,11
1259,60,Female,South,13,46173.84312378285,539,Married,Gold,9
1260,29,Female,East,36,69488.24375979643,459,Divorced,Platinum,14
1261,43,Female,East,39,74281.84965388432,696,Married,Platinum,14
1262,30,Male,West,34,41867.0865179736,799,Single,Gold,10
1263,57,Male,West,6,45795.31072410129,508,Divorced,Gold,11
1264,35,Female,East,38,8641.51076854394,432,Single,New,1
1265,42,Female,South,40,53902.26546759672,680,Single,Platinum,12
1266,50,Female,East,8,19040.623875331745,732,Single,New,1
1267,64,Female,West,8,96874.83262521305,688,Divorced,Platinum,14
1268,57,Female,East,40,79644.37021783929,731,Single,Platinum,13
1269,60,Female,South,33,2680.7555192941536,573,Divorced,New,2
1270,29,Female,North,34,27276.22249055234,650,Single,Silver,4
1271,61,Female,South,44,23228.814218243984,433,Divorced,Silver,4
1272,53,Male,South,15,27257.946805745694,365,Divorced,Silver,7
1273,65,Male,West,36,90740.40632946583,504,Divorced,Platinum,14
1274,21,Male,South,35,1780.563841172132,597,Single,New,1
1275,22,Female,South,46,24105.32142555996,416,Divorced,Silver,5
1276,54,Female,West,22,39662.88598537442,566,Single,Gold,8
1277,25,Female,West,23,29191.792049992764,448,Married,Silver,7
1278,59,Male,North,40,3669.7716273285673,493,Single,New,2
1279,66,Female,East,45,60300.00530954625,478,Single,Platinum,13
1280,45,Male,South,22,9073.781704172394,447,Divorced,New,1
1281,48,Female,West,5,57435.778445005235,764,Single,Platinum,13
1282,26,Male,North,31,7178.675128520155,304,Married,New,2
1283,68,Male,East,13,13000.198138418109,825,Divorced,New,2
1284,46,Male,West,28,41356.91510994955,579,Single,Gold,11
1285,31,Female,East,20,24243.29149261892,798,Single,Silver,4
1286,57,Male,East,33,21260.5392293695,735,Divorced,Silver,6
1287,58,Female,South,16,9774.684822133862,515,Divorced,New,1
1288,39,Female,South,29,16977.497521274687,814,Single,Silver,7
1289,28,Female,West,23,37827.98178073514,436,Single,Gold,11
1290,40,Female,East,24,4873.557941868842,579,Divorced,New,2
1291,18,Female,West,34,24465.70423494272,431,Divorced,Silver,6
1292,63,Male,West,7,21108.896372917785,692,Married,Silver,4
1293,54,Female,East,38,54851.80056860816,780,Married,Platinum,12
1294,38,Female,West,37,29211.44997271239,812,Married,Silver,4
1295,43,Female,East,4,21241.186224580284,718,Divorced,Silver,6
1296,63,Female,East,34,67133.68636085364,501,Divorced,Platinum,13
1297,53,Female,East,42,14467.221241740048,761,Divorced,New,2
1298,40,Male,East,22,2949.3611391603017,501,Single,New,1
1299,18,Male,North,5,32004.43369337302,451,Divorced,Gold,11
1300,68,Female,East,42,57428.923955443126,521,Single,Platinum,12
1301,57,Male,South,23,2499.8934430320364,378,Divorced,New,1
1302,32,Male,South,15,17965.101573238426,499,Divorced,Silver,4
1303,38,Female,South,31,21299.403183392882,398,Single,Silver,4
1304,64,Male,East,9,24358.489035662304,512,Divorced,Silver,6
1305,26,Female,South,43,42577.75676053465,442,Divorced,Gold,9
1306,26,Male,North,25,1000.8781260573418,688,Divorced,New,2
1307,27,Male,West,25,96047.88334492,673,Married,Platinum,12
1308,69,Male,East,49,8405.624624790895,351,Divorced,New,1
1309,43,Female,South,21,98196.901971802,434,Single,Platinum,13
1310,58,Male,North,9,67999.31723650964,710,Single,Platinum,13
1311,52,Male,West,48,16647.99276689397,769,Single,New,2
1312,69,Female,North,38,17520.311238841456,411,Divorced,Silver,4
1313,42,Female,South,22,27255.49540830504,824,Single,Silver,5
1314,43,Male,North,43,58068.38614771844,343,Married,Platinum,14
1315,28,Female,West,23,19889.785512116243,696,Single,Silver,4
1316,55,Male,South,49,39816.697118939665,560,Divorced,Gold,9
1317,19,Male,West,4,41890.63337705501,844,Married,Gold,10
1318,24,Female,North,29,77981.65121433658,687,Single,Platinum,12
1319,35,Female,East,15,16531.440175649957,775,Married,Silver,5
1320,44,Female,East,1,71083.80014319255,709,Single,Platinum,14
1321,51,Male,East,30,48458.18528411645,315,Divorced,Gold,11
1322,44,Female,East,29,47447.370555037036,401,Married,Gold,9
1323,34,Male,West,20,41815.67046509279,485,Single,Gold,11
1324,60,Female,East,33,6150.921179082412,324,Single,New,2
1325,61,Male,West,41,32233.503652986605,371,Married,Gold,8
1326,68,Female,South,44,18003.891784654552,317,Married,Silver,4
1327,41,Male,East,36,3273.7576834368647,631,Married,New,1
1328,42,Female,West,22,39763.91457047612,396,Married,Gold,9
1329,24,Male,East,13,25970.34072143578,311,Single,Silver,4
1330,69,Female,East,7,39214.507112085164,310,Single,Gold,10
1331,23,Female,East,8,16890.915627560968,462,Single,Silver,6
1332,41,Male,West,28,21590.233155170707,582,Divorced,Silver,4
1333,50,Female,North,45,33252.66507497777,540,Married,Gold,10
1334,66,Male,East,43,45022.947033857694,344,Single,Gold,9
1335,46,Male,East,9,2498.507743641211,554,Married,New,2
1336,60,Female,South,25,39650.67979088913,366,Married,Gold,9
1337,39,Male,North,16,25401.204039916396,341,Single,Silver,6
1338,43,Female,West,10,61409.90319726043,683,Married,Platinum,14
1339,45,Female,South,11,1684.270968735938,533,Married,New,1
1340,67,Male,East,31,23449.49214112123,784,Married,Silver,3
1341,38,Female,South,12,15813.039952565887,338,Married,Silver,4
1342,66,Male,South,31,79388.4321484084,310,Married,Platinum,14
1343,24,Male,East,14,45069.97075172403,708,Single,Gold,9
1344,34,Female,North,44,19939.739875084597,407,Single,Silver,4
1345,37,Female,North,32,74417.4704540346,393,Married,Platinum,14
1346,58,Male,South,17,96438.09191124732,383,Married,Platinum,12
1347,66,Male,East,35,39422.177283511046,357,Married,Gold,8
1348,37,Female,West,1,99827.70306966944,592,Divorced,Platinum,14
1349,39,Female,South,29,57850.12056788364,315,Married,Platinum,14
1350,45,Female,West,4,85446.69512416446,776,Divorced,Platinum,13
1351,57,Female,South,23,82630.9299098627,464,Divorced,Platinum,14
1352,66,Male,South,28,93615.24067631636,736,Divorced,Platinum,14
1353,24,Female,East,16,54622.16059952704,702,Single,Platinum,13
1354,18,Male,East,12,19203.09887252725,685,Divorced,Silver,4
1355,49,Male,West,21,2189.6130318430173,437,Married,New,1
1356,30,Female,West,45,48661.902445438434,830,Married,Gold,8
1357,47,Male,North,17,4839.717921807314,592,Single,New,1
1358,40,Female,East,40,48201.31691070138,774,Single,Gold,9
1359,68,Male,South,13,12944.069943588227,761,Married,New,1
1360,36,Female,South,32,32527.362027233037,672,Single,Gold,11
1361,49,Male,North,37,64826.86364930082,461,Single,Platinum,14
1362,47,Male,East,15,6374.56923395244,343,Divorced,New,2
1363,46,Female,South,12,8607.093326061316,382,Divorced,New,1
1364,66,Female,North,49,37707.813864499934,838,Single,Gold,8
1365,62,Male,North,15,48296.17318506968,818,Married,Gold,11
1366,46,Male,South,34,18663.48089516893,710,Divorced,Silver,6
1367,47,Female,South,6,84677.03436518834,640,Married,Platinum,14
1368,33,Male,West,17,86785.66752411361,388,Single,Platinum,13
1369,57,Female,East,48,19109.44378995924,529,Married,Silver,6
1370,36,Male,West,49,30539.39756601055,317,Married,Gold,8
1371,35,Female,North,20,68261.86710253777,580,Married,Platinum,12
1372,18,Male,South,9,30903.922946122722,721,Married,Gold,8
1373,31,Female,West,5,95037.68877010889,637,Single,Platinum,14
1374,68,Female,North,23,9581.727366406521,565,Single,New,2
1375,64,Male,East,33,7618.419243514005,654,Divorced,New,1
1376,67,Female,South,38,86334.22926569168,659,Divorced,Platinum,13
1377,19,Male,West,14,62044.63347058653,516,Divorced,Platinum,12
1378,45,Female,East,17,53696.27882790423,620,Divorced,Platinum,14
1379,66,Female,West,19,27031.569537913747,511,Married,Silver,5
1380,67,Female,North,33,77958.09657766837,502,Divorced,Platinum,14
1381,47,Male,East,1,25224.412961807626,452,Divorced,Silver,4
1382,55,Female,West,13,26694.61602129345,728,Married,Silver,6
1383,68,Male,East,46,4684.90842057042,586,Single,New,2
1384,21,Female,North,27,57227.32949891589,620,Divorced,Platinum,14
1385,18,Male,East,6,17950.367993628955,735,Single,New,1
1386,25,Male,West,6,14537.656392284074,795,Divorced,New,2
1387,46,Male,North,33,27403.86346283899,448,Single,Silver,5
1388,56,Female,South,30,38753.982935200256,841,Divorced,Gold,10
1389,20,Male,West,46,18255.24612685959,781,Single,Silver,7
1390,49,Female,West,35,2539.045149884041,625,Single,New,2
1391,27,Male,North,23,26158.82634838752,328,Divorced,Silver,3
1392,27,Male,North,10,23623.33684190995,558,Single,Silver,3
1393,36,Male,South,19,21069.043506970298,374,Divorced,Silver,5
1394,63,Male,West,28,74605.8378095666,797,Divorced,Platinum,13
1395,51,Female,North,23,23244.5790792981,715,Married,Silver,7
1396,50,Male,South,4,3154.7479764321643,639,Divorced,New,1
1397,40,Male,South,20,20672.483695465336,607,Divorced,Silver,4
1398,45,Female,North,19,64620.57325548675,540,Divorced,Platinum,14
1399,49,Male,West,42,4495.814620710646,552,Divorced,New,1
1400,67,Male,East,27,22508.433202768574,519,Married,Silver,5
1401,24,Male,East,34,2560.217851489293,696,Married,New,1
1402,46,Male,South,4,69675.7531324444,635,Married,Platinum,14
1403,25,Female,East,38,37709.88886613847,328,Married,Gold,8
1404,18,Female,East,7,64300.19084211314,793,Single,Platinum,14
1405,20,Male,North,48,99924.8162401226,801,Divorced,Platinum,14
1406,41,Female,South,7,1662.6475809486224,453,Married,New,2
1407,40,Female,West,26,6786.560253571622,530,Divorced,New,1
1408,25,Male,South,26,33488.772130728714,401,Married,Gold,9
1409,64,Female,North,19,46790.47978570365,476,Divorced,Gold,9
1410,54,Male,East,9,48283.93072018602,531,Single,Gold,11
1411,20,Female,West,20,70073.89913044794,311,Married,Platinum,13
1412,68,Female,South,42,91173.92247103548,485,Single,Platinum,13
1413,50,Female,East,45,34998.18898700121,565,Single,Gold,8
1414,45,Male,South,16,32801.37014658523,434,Divorced,Gold,8
1415,64,Female,West,17,36317.56532805222,330,Married,Gold,9
1416,25,Male,South,22,20125.11020836571,755,Single,Silver,6
1417,51,Male,South,13,20960.363171783683,558,Divorced,Silver,3
1418,52,Female,South,12,37459.178839156375,403,Divorced,Gold,8
1419,49,Male,East,10,70557.2226425252,730,Divorced,Platinum,14
1420,41,Female,West,1,7390.30029224617,681,Single,New,1
1421,31,Male,West,32,62279.00664328676,768,Divorced,Platinum,13
1422,49,Male,East,30,10185.755957651218,812,Divorced,New,2
1423,63,Female,East,8,39793.61102762543,506,Divorced,Gold,9
1424,60,Female,East,21,21724.36866307296,746,Single,Silver,6
1425,33,Female,North,22,15900.974847651456,388,Divorced,Silver,4
1426,21,Female,South,18,2204.2126135127237,494,Single,New,1
1427,69,Male,South,2,40198.41789369788,713,Divorced,Gold,11
1428,54,Male,West,48,18521.26140029369,421,Single,Silver,7
1429,38,Male,South,44,47551.96588282894,761,Single,Gold,11
1430,31,Female,North,9,33465.849729189904,415,Married,Gold,9
1431,48,Male,East,3,1181.1036866366462,495,Married,New,2
1432,65,Female,West,26,38951.27538782121,335,Married,Gold,11
1433,35,Male,West,21,49723.26221216511,366,Single,Gold,11
1434,24,Female,South,30,6704.852736758287,580,Divorced,New,2
1435,27,Male,West,28,20310.445818928867,778,Divorced,Silver,7
1436,24,Male,East,36,50843.400573392915,310,Single,Platinum,14
1437,50,Female,West,26,39698.968794844535,621,Divorced,Gold,11
1438,40,Male,East,34,2858.1940192458724,539,Single,New,1
1439,38,Female,North,8,24716.31128169969,359,Divorced,Silver,5
1440,36,Male,North,10,41660.16987462602,464,Single,Gold,9
1441,65,Male,East,48,63260.68876935924,488,Married,Platinum,13
1442,36,Female,South,43,16033.241013280074,786,Married,Silver,3
1443,53,Female,West,14,7795.172782363012,391,Divorced,New,2
1444,46,Male,South,40,41709.281891858845,588,Divorced,Gold,8
1445,35,Male,West,15,18421.26249508628,808,Divorced,New,1
1446,19,Male,North,17,62990.00078183581,374,Divorced,Platinum,12
1447,18,Male,North,18,82643.10323902061,727,Married,Platinum,12
1448,64,Male,North,32,2068.124504758164,684,Married,New,2
1449,22,Male,West,38,35836.198158336876,352,Single,Gold,9
1450,37,Female,North,23,6908.852006896326,474,Divorced,New,2
1451,28,Female,North,46,27383.719577171898,773,Married,Silver,6
1452,59,Female,North,23,3888.3295156901218,660,Single,New,2
1453,19,Male,North,35,89942.67782782507,569,Single,Platinum,13
1454,20,Male,South,39,43555.04920546565,706,Single,Gold,9
1455,40,Male,North,15,36973.495430152,423,Married,Gold,9
1456,29,Female,North,24,93819.84688722197,675,Single,Platinum,13
1457,37,Female,South,28,75461.45330177156,691,Divorced,Platinum,14
1458,22,Male,South,16,24723.702338191233,481,Single,Silver,4
1459,54,Male,West,16,74781.567095174,335,Single,Platinum,13
1460,55,Female,East,40,72635.99802453839,511,Married,Platinum,12
1461,47,Female,North,39,92398.88586194282,433,Single,Platinum,12
1462,26,Female,North,6,35894.08830077251,790,Married,Gold,9
1463,51,Male,North,2,51831.461118186235,737,Married,Platinum,13
1464,61,Male,West,13,8918.04379190465,345,Divorced,New,2
1465,52,Male,North,44,8425.215577460647,700,Single,New,1
1466,69,Female,East,47,37331.209491392256,787,Divorced,Gold,11
1467,39,Female,South,9,17781.767080578167,731,Divorced,Silver,4
1468,61,Male,West,34,25133.004645727066,727,Single,Silver,5
1469,41,Male,South,17,31575.218072712785,816,Single,Gold,9
1470,34,Female,North,27,14237.547555388086,761,Married,New,2
1471,27,Male,North,29,31717.246430800624,480,Single,Gold,8
1472,47,Female,North,37,79895.48376643815,444,Married,Platinum,13
1473,63,Female,East,43,30544.1676761926,564,Divorced,Gold,9
1474,40,Male,East,22,24438.575634514673,705,Divorced,Silver,3
1475,49,Female,West,24,16732.055732893965,783,Married,New,2
1476,34,Male,South,7,22307.167119377267,781,Single,Silver,7
1477,67,Female,North,34,17625.10993946418,536,Single,Silver,5
1478,68,Female,North,48,11013.939386272072,824,Married,New,1
1479,34,Male,North,12,65664.61740685016,638,Divorced,Platinum,14
1480,31,Female,North,23,5186.860116400111,567,Married,New,1
1481,26,Male,East,15,6779.8748516036,565,Single,New,1
1482,57,Male,South,33,30025.00255036999,827,Single,Gold,10
1483,19,Female,South,13,7399.575273118268,391,Married,New,1
1484,62,Male,West,23,44254.23864250553,547,Single,Gold,8
1485,42,Male,East,38,21668.0670973875,318,Divorced,Silver,3
1486,56,Male,North,32,4090.6580117315657,689,Married,New,2
1487,26,Male,South,45,92115.42823351793,687,Divorced,Platinum,14
1488,39,Male,South,35,45691.74964062456,394,Divorced,Gold,9
1489,60,Male,East,1,49665.52177035448,729,Married,Gold,8
1490,63,Female,West,47,68596.5402669476,336,Married,Platinum,12
1491,21,Male,West,45,48136.65209714197,692,Single,Gold,9
1492,43,Female,North,5,31748.037717859046,590,Single,Gold,10
1493,46,Female,West,13,70573.30331254262,602,Married,Platinum,12
1494,62,Male,South,5,21980.611781229883,700,Married,Silver,5
1495,51,Female,West,32,4967.8688458311235,643,Single,New,1
1496,40,Female,North,21,16250.981884311237,817,Single,New,2
1497,54,Male,South,24,2531.8705495435206,676,Single,New,1
1498,28,Male,West,18,8798.06954553627,464,Married,New,2
1499,23,Male,West,21,5965.876166856754,312,Married,New,2
1500,35,Female,East,10,9137.88593211938,324,Single,New,1
1501,38,Female,North,24,30052.632880429694,422,Divorced,Gold,9
1502,59,Male,West,40,6669.893022336968,428,Divorced,New,2
1503,53,Male,East,47,38249.15693709666,846,Single,Gold,11
1504,58,Female,South,21,75254.95308747288,608,Married,Platinum,14
1505,55,Female,East,25,26157.067661704277,735,Married,Silver,7
1506,51,Female,East,23,34543.034966733794,481,Divorced,Gold,11
1507,34,Female,West,22,18073.49152821582,342,Single,Silver,6
1508,54,Male,West,4,85150.39088685715,703,Divorced,Platinum,13
1509,42,Female,West,34,5692.291830497621,562,Divorced,New,1
1510,55,Female,East,6,18504.586470925355,369,Single,Silver,4
1511,29,Female,South,28,22260.27952004123,591,Divorced,Silver,3
1512,40,Female,North,31,72977.92028885797,513,Married,Platinum,14
1513,59,Male,East,35,84572.22137076558,446,Divorced,Platinum,14
1514,39,Male,West,39,50133.05518096397,324,Single,Platinum,14
1515,38,Female,North,42,41735.20531542966,622,Married,Gold,10
1516,44,Female,South,23,42113.56301024551,408,Married,Gold,8
1517,48,Male,North,6,26182.6520578188,550,Divorced,Silver,3
1518,23,Male,West,16,94461.52330177245,781,Married,Platinum,14
1519,44,Female,East,2,21602.846956675334,474,Single,Silver,4
1520,57,Female,East,24,4082.6820187799594,646,Divorced,New,1
1521,51,Male,West,17,55116.01887556432,469,Married,Platinum,13
1522,29,Male,East,45,36736.71689786466,301,Single,Gold,9
1523,62,Male,West,1,53424.233222220384,661,Divorced,Platinum,13
1524,24,Male,East,6,27042.303080121823,595,Single,Silver,6
1525,27,Male,East,5,46140.12295691673,501,Married,Gold,10
1526,62,Male,East,45,4755.138915653003,588,Divorced,New,1
1527,34,Female,South,29,3336.7711048884175,361,Divorced,New,1
1528,43,Male,South,12,16770.301131784076,801,Married,Silver,6
1529,38,Male,West,39,92561.85830109232,425,Single,Platinum,13
1530,45,Male,South,47,8897.457505468647,348,Married,New,1
1531,63,Male,West,3,18994.34421884721,478,Divorced,Silver,5
1532,19,Female,North,48,42435.21096935527,792,Divorced,Gold,10
1533,60,Female,North,1,35173.07329580777,732,Married,Gold,8
1534,18,Male,South,27,18376.89940715368,601,Single,Silver,6
1535,68,Female,North,48,51060.40253157076,468,Married,Platinum,12
1536,53,Female,North,24,78857.97087930312,568,Single,Platinum,13
1537,68,Female,East,44,57497.07715927786,663,Single,Platinum,13
1538,43,Female,East,19,50618.559143346596,399,Divorced,Platinum,13
1539,46,Female,West,8,16572.76746505226,514,Single,Silver,5
1540,38,Female,North,44,19706.537873817208,396,Divorced,Silver,4
1541,28,Male,West,47,43383.26380223423,847,Single,Gold,11
1542,57,Male,West,2,34052.4610666425,636,Single,Gold,8
1543,28,Male,North,30,94379.52812658358,658,Divorced,Platinum,13
1544,53,Male,South,30,3596.3956934465505,589,Single,New,2
1545,66,Male,North,49,3981.0366048128494,695,Married,New,1
1546,56,Female,East,39,34359.54359903955,659,Single,Gold,11
1547,57,Male,North,45,35076.10674143677,646,Divorced,Gold,8
1548,52,Male,South,32,16112.026718297127,423,Divorced,Silver,6
1549,51,Female,West,1,35895.41157432379,837,Married,Gold,9
1550,64,Female,West,38,47192.34919201246,721,Single,Gold,11
1551,41,Male,East,13,84421.22706978067,635,Married,Platinum,12
1552,39,Female,East,11,18752.682038656167,802,Single,New,2
1553,22,Female,East,10,1943.7311294142096,356,Married,New,2
1554,50,Female,West,48,21834.249462632386,375,Divorced,Silver,3
1555,53,Female,East,26,12292.54872980115,765,Divorced,New,2
1556,64,Male,North,20,86060.7795278074,584,Married,Platinum,13
1557,37,Female,West,17,98511.89123629453,685,Single,Platinum,14
1558,36,Male,South,17,27230.392185754317,558,Single,Silver,5
1559,52,Male,West,4,30705.563335020128,776,Divorced,Gold,8
1560,69,Female,North,5,36333.19389288468,310,Single,Gold,11
1561,60,Female,North,23,51428.984522526174,559,Married,Platinum,12
1562,34,Female,East,46,15602.504503964783,692,Married,Silver,7
1563,62,Male,West,10,53975.76520822069,668,Single,Platinum,12
1564,60,Female,West,46,3486.942360735057,483,Divorced,New,2
1565,51,Female,West,28,3737.8249087431805,315,Divorced,New,1
1566,26,Female,South,33,70022.6756617444,805,Divorced,Platinum,12
1567,43,Female,East,43,38098.62188932592,385,Divorced,Gold,11
1568,19,Female,North,26,7942.681106588629,309,Divorced,New,2
1569,26,Male,North,48,17121.048653683498,776,Married,Silver,4
1570,26,Female,East,29,33154.812316085154,463,Single,Gold,9
1571,57,Female,North,27,6639.301465050106,323,Married,New,1
1572,34,Female,North,18,78587.10760962483,611,Divorced,Platinum,12
1573,18,Male,East,40,33080.09410964225,537,Divorced,Gold,9
1574,42,Female,North,10,47045.28853707838,761,Single,Gold,9
1575,60,Male,West,42,13290.594141012074,761,Single,New,1
1576,57,Male,South,5,20504.510228167295,537,Single,Silver,5
1577,59,Female,East,10,4784.140727511296,321,Married,New,1
1578,42,Female,South,21,3904.316836650422,479,Single,New,2
1579,56,Female,North,24,15574.550522726266,798,Married,New,2
1580,52,Male,North,38,13886.477231581985,774,Divorced,New,2
1581,20,Male,West,3,3334.9125335075883,638,Married,New,2
1582,67,Male,East,40,95223.74338553872,830,Single,Platinum,14
1583,54,Male,North,31,3775.1566612613924,461,Married,New,2
1584,61,Male,East,41,25477.333882032326,360,Married,Silver,3
1585,61,Male,East,37,36944.535407137926,384,Married,Gold,11
1586,68,Female,East,2,71760.9993438736,846,Single,Platinum,13
1587,47,Female,East,2,18539.152851019975,789,Married,Silver,7
1588,55,Male,East,39,7770.966574485287,304,Single,New,2
1589,51,Female,South,49,26058.0487713938,375,Married,Silver,3
1590,29,Female,West,42,30444.798916162003,552,Married,Gold,9
1591,36,Male,East,44,15902.910604519377,306,Married,Silver,6
1592,54,Male,South,34,19223.7645474494,772,Single,New,2
1593,61,Female,North,42,47776.53694475701,437,Single,Gold,9
1594,66,Male,East,20,5554.784735006773,657,Single,New,1
1595,34,Male,North,33,5440.216524025028,462,Divorced,New,2
1596,27,Female,East,4,90621.20871918963,617,Single,Platinum,13
1597,66,Male,South,45,32769.00293769758,757,Married,Gold,11
1598,64,Female,South,44,43073.98242691918,552,Divorced,Gold,10
1599,29,Female,South,11,5283.846950385336,500,Single,New,2
1600,33,Female,West,42,26149.965439734344,831,Single,Silver,5
1601,41,Female,North,47,30602.055826239808,464,Divorced,Gold,10
1602,36,Female,West,5,23890.883245859077,531,Divorced,Silver,5
1603,25,Male,East,25,23350.92322823336,627,Single,Silver,5
1604,48,Male,North,49,46816.966591783705,537,Divorced,Gold,10
1605,38,Male,South,37,25152.544463325416,419,Married,Silver,5
